Island
Number,SlackBusNum,SlackBusName,SlackAreaName,CountBus,Solved,Online,GenMW,GenMvar,LoadMW,LoadMvar,ExportMWSched,DCMWExport
1,1,PE_132,1,6,YES,YES,"     33,6","      5,1","     33,3","      4,0","      0,0","      0,0"
