Island
Number,SlackBusNum,SlackBusName,SlackAreaName,CountBus,Solved,Online,GenMW,GenMvar,LoadMW,LoadMvar,ExportMWSched,DCMWExport
1,1,PE_132,1,6,YES,YES,"     34,0","      6,3","     33,3","      4,0","      0,0","      0,0"
