Bus
Number,Name,AreaName,NomkV,Vpu,kV,Vangle,GenMW,GenMvar,LoadMW,LoadMvar,DistMW,DistMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,IslandNumber,Status
1,PE_132,1,"13,20"," 1,00000","  13,200","    0,00","   34,26","    7,37",,,,,,"    0,00","    0,00",1,1,1,Connected
2,2,1,"34,50"," 0,98918","  34,127","   -2,06",,,,,,,,"    0,00","    0,00",1,1,1,Connected
3,3,1,"34,50"," 0,96742","  33,376","   -3,14",,,,,,,,"    0,00","    0,00",1,1,1,Connected
4,4,1,"34,50"," 0,96530","  33,303","   -3,24",,,,,,,,"    0,00","    0,00",1,1,1,Connected
5,5,1,"13,20"," 0,95950","  12,665","   -5,11",,,"   20,26","    2,40","    0,00","    0,00",,"    0,00","    0,00",1,1,1,Connected
6,6,1,"13,20"," 0,95482","  12,604","   -5,80",,,"   13,06","    1,55","    0,00","    0,00",,"    0,00","    0,00",1,1,1,Connected
