Bus
Number,Name,AreaName,NomkV,Vpu,kV,Vangle,GenMW,GenMvar,LoadMW,LoadMvar,DistMW,DistMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneNumber,IslandNumber,Status
1,PE_132,1,"13,20"," 1,00000","  13,200","    0,00","   28,84","    6,37",,,,,,"    0,00","    0,00",1,1,1,Connected
2,2,1,"34,50"," 0,99063","  34,177","   -1,73",,,,,,,,"    0,00","    0,00",1,1,1,Connected
3,3,1,"34,50"," 0,97164","  33,521","   -2,65",,,,,,,,"    0,00","    0,00",1,1,1,Connected
4,4,1,"34,50"," 0,97142","  33,514","   -2,64",,,,,,,,"    0,00","    0,00",1,1,1,Connected
5,5,1,"13,20"," 0,96375","  12,722","   -4,60",,,"   20,26","    2,40","    0,00","    0,00",,"    0,00","    0,00",1,1,1,Connected
6,6,1,"13,20"," 0,96334","  12,716","   -4,15","    5,14","    0,00","   13,06","    1,55","    0,00","    0,00",,"    0,00","    0,00",1,1,1,Connected
